,a,b,c,d,e,f,cluster
393,0.0,2.0,0.0,133.3158614,1.26488417,2606.86495061,one
394,0.0,2.0,0.0,134.8378614,1.26091621,2511.18554847,one
395,0.0,2.0,0.0,130.8188614,1.32990332,2834.45602432,one
396,0.0,3.0,1.0,135.5078614,1.44172323,4255.36281077,one
397,0.0,2.0,0.0,135.1528614,1.40438625,3247.43804117,one
398,0.0,2.0,0.0,137.6008614,1.49737847,3810.38325258,one
399,0.0,3.0,1.0,148.4008614,1.45660389,4637.84050622,one
400,0.0,2.0,0.0,180.0848614,2.06535441,10383.51603486,two
401,0.0,2.0,0.0,194.7068614,2.07748423,10844.62300579,two
402,0.0,2.0,0.0,197.7348614,2.16143011,11864.41965647,two
403,0.0,2.0,0.0,184.7248614,1.74672853,9651.52975628,two
404,0.0,2.0,0.0,186.1308614,1.93937355,10791.49646182,two
405,0.0,2.0,0.0,183.4508614,1.92462301,9915.45606011,two
406,0.0,2.0,0.0,194.0208614,2.05551371,10945.46451175,two
407,0.0,2.0,0.0,171.3688614,1.93834816,8498.50095303,two
408,0.0,2.0,0.0,165.5468614,1.697337,6474.9779155,two
409,0.0,2.0,0.0,212.3568614,2.40583324,13238.90170544,two
410,0.0,2.0,0.0,189.9108614,1.96144194,10494.54043008,two
411,0.0,2.0,0.0,157.8868614,1.75644912,6514.90724855,two
412,0.0,2.0,0.0,161.7668614,1.72849544,7201.99575131,two
413,0.0,3.0,1.0,177.0248614,1.87018499,9013.05197565,two
414,0.0,2.0,0.0,187.1148614,1.92869006,9843.09684511,two
415,0.0,2.0,0.0,223.2968614,2.55882965,13018.09082143,two
416,0.0,3.0,1.0,192.6468614,2.01692011,11262.43236502,two
417,0.0,2.0,0.0,189.5048614,2.14520906,10719.73332391,two
418,0.0,2.0,0.0,188.3128614,2.10642739,11225.11135502,two
419,0.0,2.0,0.0,183.0708614,2.09441386,11134.71572067,two
420,0.0,2.0,0.0,194.7068614,2.02596834,11045.37938947,two
421,0.0,2.0,0.0,204.3828614,2.12376177,12497.72280205,two
422,0.0,3.0,1.0,206.1948614,2.06555285,12718.16451996,two
423,0.0,2.0,0.0,166.2148614,1.92223481,7927.74289127,two
424,0.0,2.0,0.0,197.2628614,2.08986041,9520.67375104,two
425,0.0,2.0,0.0,188.2568614,1.99868122,9546.50510135,two
426,0.0,3.0,1.0,184.4928614,2.02429548,9561.24641563,two
427,0.0,2.0,0.0,168.8368614,1.91278648,8950.94707588,two
428,0.0,2.0,0.0,197.8748614,2.05335232,10906.43063975,two
429,0.0,2.0,0.0,187.7508614,2.05848644,10846.70049089,two
430,0.0,2.0,0.0,193.2608614,2.02614114,11076.60102182,two
431,0.0,2.0,0.0,200.9428614,2.11105728,12115.81579562,two
432,0.0,2.0,0.0,194.8648614,1.99925276,10878.26490041,two
433,0.0,2.0,0.0,189.1008614,2.09556469,10524.65185024,two
434,0.0,2.0,0.0,207.8228614,2.17281474,12274.34405651,two
435,0.0,2.0,0.0,187.0148614,1.95258414,10192.86876434,two
436,0.0,2.0,0.0,191.1508614,1.97823062,11158.09498925,two
437,0.0,2.0,0.0,188.5208614,1.94318243,10355.37655484,two
438,0.0,2.0,0.0,196.5508614,1.95421382,11507.50873039,two
439,0.0,2.0,0.0,182.7148614,1.99425509,10369.66355595,two
440,0.0,2.0,0.0,174.9748614,2.06382425,10287.06586051,two
441,0.0,2.0,0.0,195.8808614,2.03957201,10007.79328017,two
442,0.0,2.0,0.0,190.5648614,2.12328786,11295.04035158,two
443,0.0,2.0,0.0,193.0688614,1.957658,10291.73573528,two
444,0.0,3.0,1.0,152.4948614,1.71387839,5908.13609404,two
445,0.0,2.0,0.0,197.1308614,1.96732585,10926.19965877,two
446,0.0,2.0,0.0,169.3828614,1.92519257,8596.95747912,two
447,0.0,2.0,0.0,204.3668614,2.11358187,11473.95685243,two
448,0.0,2.0,0.0,180.3248614,1.89840318,9638.13522584,two
449,0.0,2.0,0.0,190.9928614,1.9859728,10628.61597346,two
450,0.0,2.0,0.0,189.3728614,1.88636455,10142.29188734,two
451,0.0,2.0,0.0,162.4038614,1.61671567,6738.52857654,two
452,0.0,2.0,0.0,195.2368614,2.12774454,11077.5456872,two
453,0.0,2.0,0.0,189.3468614,2.16978582,10841.25485705,two
454,0.0,2.0,0.0,171.4008614,2.00422547,8726.45401501,two
455,0.0,2.0,0.0,202.5388614,2.36023162,13014.44300761,two
456,0.0,2.0,0.0,181.6488614,2.10782236,9578.79959016,two
457,0.0,2.0,0.0,175.8008614,1.84181949,9071.29640166,two
458,0.0,2.0,0.0,204.5158614,2.11370282,11909.1136868,two
459,0.0,2.0,0.0,190.8858614,1.99300047,10160.08821485,two
460,0.0,2.0,0.0,195.0208614,2.04177475,10576.93308761,two
461,0.0,2.0,0.0,183.3848614,2.0626865,10864.25364229,two
462,0.0,3.0,0.0,185.2868614,1.94657912,9900.6754659,two
463,0.0,2.0,0.0,144.6308614,1.52688713,4735.33278623,two
464,0.0,2.0,0.0,175.6928614,1.96526277,9308.35526687,two
465,0.0,2.0,0.0,164.2628614,1.92406817,8348.20441864,two
466,0.0,2.0,0.0,187.9008614,2.16035734,10395.69476057,two
467,1.0,1.0,1.0,153.4788614,1.58836105,5167.20129238,two
468,0.0,2.0,0.0,178.3308614,1.89464137,9203.61953611,two
469,0.0,2.0,0.0,176.2728614,1.64029804,8604.06558128,two
470,0.0,2.0,0.0,194.6908614,2.00544152,10439.85147866,two
471,0.0,2.0,0.0,193.0528614,2.08229981,10795.73653773,two
472,0.0,2.0,0.0,200.7688614,2.06667152,11587.0857938,two
473,0.0,2.0,0.0,200.6128614,2.19288939,12560.34517675,two
474,0.0,2.0,0.0,206.3188614,2.22538906,12793.89709458,two
475,0.0,2.0,0.0,163.8498614,1.78434935,7033.617718,two
476,0.0,2.0,0.0,204.4748614,2.20228202,13686.01870696,two
477,0.0,2.0,0.0,198.5688614,2.22464944,11660.19766344,two
478,0.0,2.0,0.0,198.7168614,2.27341121,11386.31053212,two
479,0.0,2.0,0.0,182.8388614,1.96781926,9629.45445804,two
480,0.0,2.0,0.0,198.1888614,1.99799055,11721.20016651,two
481,0.0,2.0,0.0,190.9448614,2.10949862,9958.56875432,two
482,0.0,2.0,0.0,192.1108614,2.18885378,11248.93600686,two
483,0.0,2.0,0.0,161.6168614,1.7706184,6720.47384247,two
484,0.0,3.0,1.0,187.2548614,1.92244841,9495.98135796,two
485,0.0,3.0,1.0,197.5928614,2.01003282,11201.39653849,two
486,0.0,2.0,0.0,185.4518614,1.9959419,10102.21885817,two
487,0.0,2.0,0.0,187.3388614,1.91697367,9772.3308844,two
488,0.0,2.0,0.0,206.4008614,2.04960327,12174.21356194,two
489,0.0,2.0,0.0,185.3208614,1.94155803,11312.41586538,two
490,0.0,2.0,0.0,194.1528614,1.96232138,11270.59677389,two
491,0.0,2.0,0.0,187.6108614,1.99465007,9487.46466095,two
492,0.0,2.0,0.0,177.8448614,1.83805394,8575.66149801,two
493,0.0,2.0,0.0,189.0988614,1.98250686,10099.49577569,two
494,0.0,2.0,0.0,201.3308614,2.28460531,11864.60492744,two
495,0.0,3.0,1.0,177.0418614,1.74194776,6955.24577816,two
496,0.0,2.0,0.0,177.1748614,2.04042927,9774.5042111,two
497,0.0,3.0,1.0,176.3468614,1.90489313,8661.64627506,two
498,0.0,2.0,0.0,172.0728614,2.06230344,9499.49056332,two
499,0.0,2.0,0.0,193.8128614,1.88641838,10154.27997359,two
500,0.0,2.0,0.0,190.2568614,1.91802611,10275.86294353,two
501,0.0,2.0,0.0,200.0588614,1.99779727,11920.93412677,two
502,0.0,2.0,0.0,178.2148614,1.865824,9884.03325496,two
503,0.0,2.0,0.0,176.7098614,1.78145548,8826.38713119,two
504,0.0,2.0,0.0,188.9268614,1.99872929,10406.00213057,two
505,0.0,2.0,0.0,200.4558614,2.13577166,12815.77671948,two
506,0.0,2.0,0.0,184.3208614,2.06665367,10969.36183574,two
507,0.0,2.0,0.0,206.5908614,2.08402439,12109.13058773,two
508,0.0,2.0,0.0,171.7648614,1.80702827,7563.38315232,two
509,0.0,2.0,0.0,181.3928614,2.00859747,9965.91574295,two
510,0.0,2.0,0.0,205.9128614,2.03845218,12582.8078037,two
511,0.0,2.0,0.0,185.6768614,1.995461,11184.70834278,two
512,0.0,2.0,0.0,175.8008614,1.90038901,8519.37828777,two
513,0.0,2.0,0.0,192.8708614,2.18155665,11221.6569331,two
514,0.0,2.0,0.0,190.1508614,1.88590193,11846.52111624,two
515,0.0,2.0,0.0,193.0028614,1.83638771,10251.05966211,two
516,0.0,2.0,0.0,162.8658614,1.69928585,7045.79082495,two
517,0.0,2.0,0.0,187.7768614,1.9672889,10303.50151967,two
518,0.0,2.0,0.0,156.0928614,1.60893019,5997.79466316,two
519,0.0,2.0,0.0,202.9268614,2.33505638,11790.59091145,two
520,0.0,2.0,0.0,176.7768614,1.8781312,8604.72617511,two
521,0.0,2.0,0.0,205.0028614,2.08812892,12375.0608582,two
522,1.0,1.0,1.0,159.7228614,1.65744807,5540.35815029,two
523,0.0,2.0,0.0,189.6788614,1.98858756,10490.34366831,two
524,0.0,2.0,0.0,192.4988614,1.99084187,10969.88458587,two
525,0.0,2.0,0.0,169.0208614,1.9849404,10014.86185839,two
526,0.0,2.0,0.0,197.8668614,2.16449861,11817.64014567,two
527,0.0,2.0,0.0,194.5668614,2.1712684,12202.52974894,two
528,0.0,2.0,0.0,190.1908614,2.07275185,11045.90834198,two
529,0.0,2.0,0.0,203.1668614,1.95889455,11654.64409783,two
530,0.0,2.0,0.0,200.1988614,2.31719962,11504.64746146,two
531,0.0,2.0,0.0,180.7548614,1.90825298,9236.34701673,two
532,0.0,2.0,0.0,162.3868614,1.79125362,7395.95616322,two
533,0.0,2.0,0.0,184.7828614,2.03363998,9803.58515475,two
534,0.0,2.0,0.0,200.8508614,2.00948701,11787.39727284,two
535,0.0,2.0,0.0,180.0528614,1.84728625,9837.07233495,two
536,0.0,2.0,0.0,180.2668614,2.04392822,10484.02125131,two
537,0.0,2.0,0.0,199.6608614,1.93872756,12370.72520003,two
538,0.0,2.0,0.0,163.7098614,1.64619979,6395.84790394,two
539,0.0,3.0,1.0,190.0008614,2.03456188,10087.46559779,two
540,0.0,2.0,0.0,199.5528614,2.04870559,11627.20122893,two
541,0.0,2.0,0.0,191.5308614,1.88795605,10609.47774693,two
542,0.0,2.0,0.0,189.8188614,2.01956004,9573.0691893,two
543,0.0,3.0,1.0,192.2008614,2.04055379,10614.39304826,two
544,0.0,2.0,0.0,208.7168614,2.1041259,12055.42032162,two
545,0.0,2.0,0.0,188.6788614,2.05934962,11500.40173772,two
546,0.0,2.0,0.0,172.1948614,1.93222064,8935.58405193,two
547,0.0,2.0,0.0,184.4268614,2.03281845,9667.24018949,two
548,0.0,2.0,0.0,200.5708614,2.10277897,11487.18257624,two
549,0.0,2.0,0.0,188.0988614,1.9298357,10866.63757555,two
550,0.0,3.0,1.0,203.7708614,2.02599892,12442.1427904,two
551,0.0,2.0,0.0,199.5868614,2.19656638,12487.67305285,two
552,0.0,2.0,0.0,203.8048614,2.04032502,12260.31386296,two
553,0.0,2.0,0.0,182.7648614,1.87759576,9377.22122106,two
554,0.0,2.0,0.0,194.0128614,1.89970665,10621.09754191,two
555,0.0,2.0,0.0,180.5728614,1.99033829,9018.82300635,two
556,0.0,2.0,0.0,182.7228614,1.91302059,9699.20634888,two
557,0.0,2.0,0.0,183.8068614,1.94047334,10132.94264009,two
558,0.0,2.0,0.0,221.2128614,2.21879511,14512.73868474,two
559,0.0,2.0,0.0,184.5428614,1.92677449,10506.45990458,two
560,0.0,2.0,0.0,200.6688614,2.12295239,11510.31494346,two
561,0.0,2.0,0.0,201.9348614,2.35118779,12998.8718472,two
562,0.0,2.0,0.0,185.5268614,2.04964226,10041.99666374,two
563,0.0,2.0,0.0,188.8608614,2.09129205,10516.40694005,two
564,0.0,2.0,0.0,192.6808614,1.98473723,11143.19625946,two
565,0.0,2.0,0.0,177.4708614,1.90450932,8874.52351134,two
566,0.0,2.0,0.0,183.2368614,1.82866656,9885.66800306,two
567,0.0,2.0,0.0,176.9748614,1.8427169,9360.56643148,two
568,0.0,2.0,0.0,203.8548614,2.17821002,12826.22557231,two
569,0.0,2.0,0.0,169.9368614,1.78779705,8925.45314633,two
570,0.0,3.0,1.0,204.6968614,2.01282647,11580.7505054,two
571,0.0,2.0,0.0,200.5208614,2.03190677,12182.09750429,two
572,0.0,2.0,0.0,190.2988614,1.98551224,11316.46608379,two
573,0.0,2.0,0.0,164.4968614,1.75514943,9084.26146575,two
574,0.0,2.0,0.0,204.6988614,2.07961675,12819.32766214,two
575,0.0,2.0,0.0,181.4328614,1.92079866,9503.11704631,two
576,0.0,2.0,0.0,191.9688614,2.09056944,11575.880161,two
577,0.0,2.0,0.0,205.1188614,2.02685117,11509.95509014,two
578,0.0,2.0,0.0,188.2968614,1.8251411,8658.34938783,two
579,0.0,2.0,0.0,201.1008614,2.00318848,11771.37727849,two
580,0.0,2.0,0.0,199.7108614,1.92782593,11420.75538351,two
581,0.0,2.0,0.0,186.0488614,2.01859288,11075.25996706,two
582,0.0,2.0,0.0,198.6268614,2.10431102,11288.75065106,two
583,0.0,2.0,0.0,177.4208614,1.91931075,9347.62362458,two
584,0.0,3.0,1.0,189.3728614,2.1594199,10842.55385503,two
585,0.0,2.0,0.0,193.1028614,2.02728673,10775.34359756,two
586,0.0,3.0,1.0,178.2488614,1.71364263,8632.91992634,two
587,0.0,2.0,0.0,195.5428614,1.96008291,11127.52288703,two
588,0.0,2.0,0.0,191.2508614,2.09844571,10695.6192988,two
589,0.0,2.0,0.0,184.9648614,1.77204502,9752.96041273,two
590,0.0,2.0,0.0,162.1798614,1.83885154,8592.08414686,two
591,0.0,2.0,0.0,175.0808614,1.85224718,8488.77597136,two
592,0.0,2.0,0.0,191.5228614,1.93822941,10846.81085732,two
593,0.0,2.0,0.0,180.1928614,1.81540956,9298.40584709,two
594,0.0,2.0,0.0,206.8388614,2.02407544,12424.14439066,two
595,0.0,2.0,0.0,197.6668614,2.17875444,11745.04137229,two
596,0.0,3.0,1.0,184.6988614,1.94989031,9398.35807365,two
597,0.0,2.0,0.0,143.8528614,1.58802371,4790.23374621,two
598,0.0,2.0,0.0,193.0688614,1.9769078,10611.24254896,two
599,0.0,2.0,0.0,178.1668614,2.06045681,10367.97502115,two
600,0.0,3.0,1.0,170.0288614,1.74675519,8077.6108133,three
601,0.0,3.0,1.0,209.0628614,2.29042035,12900.69522784,three
602,0.0,2.0,0.0,137.7428614,1.52525276,3801.70695583,three
603,0.0,3.0,1.0,193.9448614,2.20079255,11751.9446468,three
604,0.0,3.0,1.0,170.6648614,1.76860186,7245.33719219,three
605,0.0,4.0,2.0,211.3628614,2.20227607,15845.4204244,three
606,0.0,4.0,2.0,188.7188614,1.9744365,10852.68011351,three
607,0.0,3.0,1.0,174.9988614,1.97307287,9505.01589505,three
608,0.0,4.0,2.0,183.2948614,2.00509307,10691.51628673,three
609,0.0,4.0,2.0,192.5408614,2.0767773,11453.76968535,three
610,0.0,4.0,2.0,163.9748614,1.74459522,7053.13552514,three
611,0.0,3.0,1.0,200.7348614,2.17311637,12567.86955747,three
612,0.0,3.0,1.0,193.0108614,1.91072771,11054.80295487,three
613,0.0,3.0,1.0,176.3808614,2.03809018,9590.97449508,three
614,0.0,3.0,1.0,165.0828614,1.64338487,8263.71586073,three
615,0.0,4.0,2.0,184.0288614,1.76409537,9560.24593987,three
616,0.0,2.0,0.0,181.9708614,1.98613465,8527.39838449,three
617,0.0,4.0,2.0,197.9648614,2.05707172,12499.4174839,three
618,0.0,3.0,1.0,187.3628614,2.07630464,11248.09034878,three
619,0.0,2.0,0.0,172.4348614,1.95040566,8179.28588948,three
620,0.0,3.0,1.0,184.2368614,1.85261096,9926.68498876,three
621,0.0,3.0,1.0,189.4968614,1.90188189,10333.62081635,three
622,0.0,3.0,1.0,178.2248614,1.94089523,9466.05654668,three
623,0.0,2.0,0.0,155.8868614,1.75200083,6437.85793371,three
624,0.0,4.0,2.0,202.6708614,2.00512342,11249.85636477,three
625,0.0,3.0,1.0,203.0918614,2.22165575,13438.73143497,three
626,0.0,3.0,1.0,165.4968614,1.88716172,8692.21883039,three
627,0.0,3.0,1.0,178.8688614,1.84863714,8202.66822567,three
628,0.0,3.0,1.0,192.8458614,2.04018989,11367.29873417,three
629,0.0,3.0,1.0,172.3788614,1.91173167,8420.24727832,three
630,0.0,3.0,1.0,174.8668614,1.87656477,8755.62620081,three
631,0.0,2.0,0.0,183.1448614,2.03427634,9036.09197813,three
632,0.0,2.0,0.0,192.6308614,1.87939383,11076.0264965,three
633,0.0,4.0,2.0,175.4788614,1.82714009,9665.15932153,three
634,0.0,3.0,1.0,192.2088614,1.94018417,11319.72949579,three
635,0.0,3.0,1.0,170.3588614,1.97514482,9086.68506681,three
636,0.0,3.0,1.0,175.7018614,1.87470459,7955.09645503,three
637,0.0,3.0,1.0,176.4548614,1.81638843,9791.82907532,three
638,0.0,4.0,2.0,179.7048614,1.86986918,9534.49310992,three
639,0.0,4.0,2.0,187.3468614,2.00614239,11269.23977157,three
640,0.0,3.0,1.0,158.0788614,1.75314052,6033.5952792,three
641,0.0,2.0,0.0,157.5568614,1.60905215,5877.71690528,three
642,0.0,4.0,2.0,152.7608614,1.72510237,6333.39522651,three
643,0.0,2.0,0.0,152.6368614,1.75783809,6438.94189014,three
644,0.0,3.0,1.0,183.1528614,1.99307728,9901.10829177,three
645,0.0,4.0,2.0,203.1428614,2.02732438,13242.81512548,three
646,0.0,4.0,2.0,183.3108614,1.93253227,9301.73527373,three
647,0.0,4.0,2.0,163.4548614,1.71602777,7601.00931024,three
648,0.0,3.0,1.0,156.0198614,1.94130332,8434.74103208,three
649,0.0,2.0,0.0,165.4628614,1.60856847,7739.40695489,three
650,0.0,3.0,1.0,203.4648614,2.24609383,12199.94087135,three
651,0.0,3.0,1.0,202.7868614,2.06960851,12568.45198018,three
652,0.0,3.0,1.0,210.3708614,2.23188054,15242.06518384,three
653,0.0,3.0,1.0,153.2488614,1.79043289,6610.25112281,three
654,0.0,3.0,1.0,179.0268614,1.84902955,8527.50697573,three
655,0.0,2.0,0.0,159.8888614,1.68208846,7059.0392526,three
656,0.0,3.0,1.0,153.4228614,1.6300112,5676.85666709,three
657,0.0,3.0,1.0,203.5888614,1.90592654,13138.41713804,three
658,0.0,3.0,1.0,178.7128614,1.8051096,9524.78281074,three
659,0.0,4.0,2.0,163.4128614,1.72396435,7456.09033541,three
660,0.0,3.0,1.0,207.6748614,2.30139674,14634.75337433,three
661,0.0,3.0,1.0,163.0818614,1.73017894,6343.28229698,three
662,0.0,3.0,1.0,209.5768614,2.13611198,15203.10524535,three
663,0.0,3.0,1.0,178.4568614,1.87482479,9784.33231859,three
664,0.0,3.0,1.0,188.2568614,2.05014521,10306.11730907,three
665,0.0,4.0,2.0,158.5088614,1.70845415,7317.15570253,three
666,0.0,3.0,1.0,164.9188614,1.72662127,8540.31583885,three
667,0.0,3.0,1.0,190.7448614,2.04252876,10965.80685517,three
668,0.0,4.0,2.0,182.5088614,1.96569877,9698.37611408,three
669,0.0,3.0,1.0,175.7268614,1.85517172,8390.67616432,three
670,0.0,4.0,2.0,184.6248614,1.75169753,9678.07913142,three
671,0.0,3.0,1.0,192.0108614,2.00200576,11134.45548066,three
672,0.0,3.0,1.0,176.2988614,1.8470369,9528.44766345,three
673,0.0,3.0,1.0,174.2628614,1.90629051,9209.63708326,three
674,0.0,3.0,1.0,172.9328614,2.00329658,10281.39819964,three
675,0.0,3.0,1.0,183.6488614,1.98961232,9150.22411603,three
676,0.0,4.0,2.0,191.3988614,2.07971809,11453.37389317,three
677,0.0,2.0,0.0,171.5668614,1.74983765,9298.72756729,three
678,0.0,3.0,1.0,175.3628614,1.82967521,9222.73646886,three
679,0.0,3.0,1.0,157.6728614,1.77207355,7814.6743457,three
680,0.0,4.0,2.0,193.8468614,1.97449555,10159.92381786,three
681,0.0,3.0,0.0,143.1428614,1.54622459,5338.505378,three
682,0.0,3.0,1.0,200.4128614,2.24708138,13358.62187728,three
683,0.0,4.0,2.0,194.6408614,2.13081157,12182.30167703,three
684,0.0,3.0,1.0,206.6408614,2.156019,12907.01105402,three
685,0.0,4.0,2.0,174.4528614,1.77579388,8610.95777217,three
686,0.0,3.0,1.0,193.5908614,1.92001959,11953.47810793,three
687,0.0,2.0,0.0,168.6248614,1.91502343,8822.05670673,three
688,0.0,2.0,0.0,170.6148614,1.95836418,8276.33940945,three
689,0.0,3.0,1.0,182.5168614,1.89783806,11437.4361311,three
690,0.0,3.0,1.0,195.3928614,2.03034583,11234.78105944,three
691,0.0,3.0,1.0,208.3948614,2.14374514,13418.2054558,three
692,0.0,3.0,1.0,174.3048614,1.71710812,9232.87364222,three
693,0.0,4.0,2.0,172.2208614,1.82071021,8677.42930966,three
694,0.0,3.0,1.0,171.2688614,1.82479663,7661.91110379,three
695,0.0,2.0,0.0,162.9408614,1.59354163,6285.72459904,three
696,0.0,3.0,1.0,190.3148614,2.02339858,10211.8243526,three
697,0.0,3.0,1.0,183.4428614,1.98299824,10757.71050125,three
698,0.0,2.0,0.0,182.1528614,1.94912038,10137.65591027,three
699,0.0,3.0,1.0,179.0848614,1.79966154,9240.95092509,three
700,0.0,3.0,1.0,183.8808614,1.94946287,10131.45146871,three
701,0.0,2.0,0.0,169.1208614,1.78418231,7032.55185336,three
702,0.0,3.0,1.0,146.8888614,1.81362996,6882.7863491,three
703,0.0,2.0,0.0,154.5048614,1.62771228,6124.55730439,three
704,0.0,2.0,0.0,189.4548614,1.97266251,10830.3120798,three
705,0.0,2.0,0.0,172.0128614,1.77897367,8697.08466225,three
706,0.0,3.0,1.0,174.7928614,2.00300691,10477.24133759,three
707,0.0,2.0,0.0,154.0828614,1.79403269,6626.83337278,three
708,0.0,2.0,0.0,179.5148614,1.92644428,9187.86671976,three
709,0.0,3.0,1.0,169.7468614,1.85271488,8150.84361484,three
710,0.0,3.0,1.0,188.1648614,2.05067195,10296.85211481,three
711,0.0,3.0,1.0,179.3908614,1.87298351,9118.29772043,three
712,0.0,2.0,0.0,151.3868614,1.63169119,5850.60558915,three
713,0.0,4.0,2.0,170.7148614,1.93406272,9992.60752584,three
714,0.0,3.0,1.0,179.2008614,1.90659082,8873.64522373,three
715,0.0,3.0,1.0,186.9328614,2.08444641,10726.28568968,three
716,0.0,3.0,1.0,188.8348614,1.94641899,10856.93209874,three
717,0.0,2.0,0.0,181.8048614,1.92881624,9139.95863149,three
718,0.0,2.0,0.0,169.5898614,1.77308381,7537.66165576,three
719,0.0,3.0,1.0,210.1388614,2.16456589,12664.49327165,three
720,0.0,3.0,1.0,174.3048614,1.92419011,9046.52124105,three
721,0.0,3.0,1.0,161.0228614,1.68005662,7692.52486099,three
722,0.0,3.0,1.0,190.2088614,1.99139542,11393.36727149,three
723,0.0,3.0,1.0,174.0568614,1.85715276,8846.74426293,three
724,0.0,3.0,1.0,184.8148614,1.94567248,10767.47203211,three
725,0.0,3.0,1.0,206.0948614,2.18497063,13448.24886701,three
726,0.0,3.0,1.0,198.9988614,2.1480051,12700.22835718,three
727,0.0,2.0,0.0,166.3228614,1.91865294,8118.65868032,three
728,0.0,3.0,1.0,175.3048614,1.88126512,7975.41742074,three
729,0.0,2.0,0.0,172.2528614,1.82232869,8623.00059489,three
730,0.0,3.0,1.0,185.8748614,1.89452936,10458.02847284,three
731,0.0,2.0,0.0,165.0088614,1.86192562,8109.94622689,three
732,0.0,3.0,1.0,159.7988614,1.78607229,7304.18294096,three
733,0.0,3.0,1.0,172.5508614,1.84637452,9906.51402823,three
734,0.0,3.0,1.0,202.3978614,2.19923196,14817.29038648,three
735,0.0,3.0,1.0,198.2208614,2.05139844,13164.42758245,three
736,0.0,3.0,1.0,184.0128614,1.99798103,10937.02787511,three
737,0.0,3.0,1.0,189.1408614,1.97885159,11244.67882611,three
738,0.0,3.0,1.0,166.7048614,1.83050688,8052.60160884,three
739,0.0,2.0,0.0,176.4548614,1.78573983,10076.93867691,three
740,0.0,3.0,1.0,187.0488614,2.02197872,11459.15405952,three
741,0.0,3.0,1.0,187.2888614,1.96488831,10659.02500605,three
742,0.0,3.0,1.0,172.4768614,1.93385565,10063.7127276,three
743,0.0,2.0,0.0,145.9128614,1.65574863,5204.76575551,three
744,0.0,3.0,1.0,206.7148614,2.06555902,12370.02333145,three
745,0.0,4.0,2.0,203.7948614,2.20138554,13935.99948462,three
746,0.0,3.0,1.0,160.7668614,1.79830372,8207.87130629,three
747,0.0,4.0,2.0,182.7148614,1.96935339,10743.90886292,three
748,0.0,2.0,0.0,180.0428614,1.97846452,8943.06283038,three
749,0.0,3.0,1.0,162.6938614,1.68146603,6887.74097419,three
750,0.0,3.0,1.0,185.6508614,1.99373527,10466.95006045,three
751,0.0,3.0,1.0,166.1088614,1.87134602,6979.7930821,three
752,0.0,3.0,1.0,167.8868614,1.83516308,8525.26540605,three
753,0.0,3.0,1.0,165.6628614,1.86930522,8728.79199914,three
754,0.0,3.0,1.0,198.5268614,1.94507826,11782.60371061,three
755,0.0,3.0,1.0,183.6748614,1.95003514,10405.73153312,three
756,0.0,3.0,1.0,180.1588614,1.94322302,9071.0400538,three
757,0.0,3.0,1.0,180.0528614,2.00929946,9421.33239791,three
758,0.0,3.0,1.0,202.3068614,2.10935725,13632.60453718,three
759,0.0,4.0,2.0,201.7528614,2.00469012,12247.22813136,three
760,0.0,4.0,2.0,169.5988614,1.727509,8910.36955052,three
761,0.0,4.0,1.0,177.6288614,2.04565775,9595.30306345,three
762,0.0,4.0,2.0,175.9748614,1.89119403,9061.17502745,three
763,0.0,4.0,2.0,184.4528614,2.0846658,10399.71566268,three
764,0.0,4.0,2.0,180.9288614,1.74244579,10463.68110671,three
765,0.0,4.0,2.0,172.4688614,1.92466583,10098.77683572,three
766,0.0,4.0,2.0,185.9908614,1.96766823,9959.2783939,three
767,0.0,4.0,2.0,162.7768614,1.78064324,6368.28511708,three
768,0.0,3.0,1.0,178.5228614,1.95583468,8373.7830226,three
769,0.0,4.0,2.0,177.9928614,1.85711571,9242.45693366,three
770,0.0,2.0,0.0,176.0408614,1.77019531,7356.22593265,three
771,0.0,2.0,0.0,172.7488614,1.77000975,8960.33445838,three
772,0.0,2.0,0.0,161.7168614,1.59504786,6200.3226653,three
773,0.0,3.0,1.0,153.6788614,1.73965609,6301.46317646,three
774,0.0,4.0,2.0,211.3628614,2.20227607,15845.4204244,three
775,0.0,3.0,1.0,182.1448614,1.93242339,10334.97846721,three
776,0.0,3.0,1.0,217.8548614,2.37424167,16356.14743872,three
777,0.0,3.0,1.0,194.8888614,2.1955752,10933.30075796,three
778,0.0,2.0,0.0,148.9888614,1.72013172,6202.22160239,three
779,0.0,3.0,1.0,171.0788614,1.89584975,8202.03379692,three
780,0.0,4.0,2.0,180.5808614,1.96655242,9788.1886288,three
781,0.0,2.0,0.0,167.6058614,1.94158731,8221.39890301,three
782,0.0,3.0,1.0,195.1128614,2.02606225,12050.60948504,three
783,0.0,2.0,0.0,152.6348614,1.64996696,5666.23825409,three
784,0.0,3.0,1.0,191.5228614,2.13396197,10939.17494133,three
785,0.0,4.0,2.0,187.0328614,1.88432129,10698.3286336,three
786,0.0,3.0,1.0,190.3488614,2.19032276,10871.54538053,three
787,0.0,4.0,2.0,194.5508614,2.1427737,12453.85597993,three
788,0.0,3.0,1.0,158.6408614,1.70243721,6889.13315418,three
789,0.0,3.0,1.0,186.1888614,2.0713013,10971.96773074,three
790,0.0,3.0,1.0,181.8968614,1.8965519,9601.78494553,three
791,0.0,2.0,0.0,186.0808614,2.07171143,10529.15896425,three
